,movieid,title,year,romance,sci-fi,animation,film-noir,musical,adventure,thriller,horror,documentary,fantasy,mystery,children,comedy,crime,western,imax,war,drama,action,pc1,pc2,tsne_1,tsne_2,cluster_no
8809,130634,Furious 7,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.4362405818232093,1.0564695442966585,-11.820348,61.322468,8
8810,130686,The Final Girls,2015.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.7275830099607352,0.052245795237151026,-44.047695,-2.3768096,3
8811,130840,Spring,2015.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0907235078205652,0.2492818023443034,40.31525,48.64965,14
8812,130842,Power/Rangers,2015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444405572032653,1.0851199938396985,11.553511,54.126316,20
8813,130970,George Carlin: Life Is Worth Losing,2005.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
8814,130976,Legend No. 17,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8815,130978,Love and Pigeons,1985.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8816,131013,Get Hard,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6234926457909544,-0.028210195942704994,65.41282,2.9133577,21
8817,131023,That Sugar Film,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,44.903435,-21.542091,25
8818,131098,Saving Santa,2013.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.17856,-8.097075,18
8819,131104,The Brain,1969.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6234926457909544,-0.028210195942704994,63.186676,2.009382,21
8820,131130,Tom and Jerry: A Nutcracker Tale,2007.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8385809134695604,-0.05023526787004498,-64.56659,-50.191776,18
8821,131237,What Men Talk About,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
8822,131439,Kill Me Three Times,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23238414517114087,0.5161397696685858,64.496765,-21.115583,1
8823,131480,Poker Night,2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.4362405818232093,1.0564695442966585,-11.820348,61.322468,8
8824,131578,Reckless Kelly,1994.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
8825,131610,Willy/Milly,1986.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.8139937466399733,-0.038838029363932186,-45.115757,8.829985,29
8826,131656,Shaun the Sheep Movie,2015.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0146381304860974,0.2380578222926181,5.286169,23.88902,23
8827,131714,Last Knights,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05561795893435635,0.8527217677494118,0.30294222,71.99855,30
8828,131724,The Jinx: The Life and Deaths of Robert Durst,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,47.52663,-26.986156,25
8829,131739,Batman vs. Robin,2015.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1379645150411451,0.9213244922047203,4.4751873,68.54956,30
8830,131749,Libre et assoupi,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,16.89144,-14.34681,3
8831,131796,Woman in Gold,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8832,131826,Iliza Shlesinger: Freezing Hot,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,22.844501,-8.23777,3
8833,131920,The Road Within,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8834,131934,The Malibu Bikini Shop,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8835,132046,Tomorrowland,2015.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0.07684805644400222,1.185566048522767,15.609482,53.997738,20
8836,132084,Let It Be Me,1995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06084577396857909,0.1614280651177168,43.05112,-61.763306,25
8837,132153,Buzzard,2015.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.12271658510907726,-0.5177137731680655,-13.805165,-33.538803,2
8838,132157,Paul Blart: Mall Cop 2,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5523779207107034,0.4214917823027191,-8.575024,20.7973,21
8839,132333,Seve,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.5295733790660555,-0.3864174385707559,-15.176968,-20.581404,10
8840,132335,Breathe,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8841,132362,Patlabor 2: The Movie,1993.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06090020326402562,0.9121309939087365,-19.982105,47.540367,28
8842,132422,Da Sweet Blood of Jesus,2014.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5327109212081662,-0.07975456420068902,-34.49649,-18.631151,16
8843,132424,The Longest Ride,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,39.488724,12.773063,9
8844,132454,Girltrash: All Night Long,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.01862622093929644,-0.5981697643479216,-20.615536,17.586866,21
8845,132462,Sword of Vengeance,2014.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5492484659173017,0.28276219934419505,-8.2888565,39.19156,15
8846,132488,Lovesick,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8847,132496,Danny Collins,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8848,132584,The Even Stevens Movie,2003.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8664046643332803,-0.07213662654896141,-46.365513,-50.141136,18
8849,132618,Kite,2014.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,-1.1188698144046387,0.5402546647981185,-19.363037,33.502712,7
8850,132660,Man Up,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8851,132796,San Andreas,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-0.90836529510305,0.39588217950879334,-42.294815,21.730091,4
8852,132800,Welcome to Me,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8853,132888,Comedy Central Roast of James Franco,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8854,133115,We Could Be King,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,43.40261,-21.979033,25
8855,133195,Hitman: Agent 47,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.4362405818232093,1.0564695442966585,-12.168198,61.264282,8
8856,133217,B/W,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6123152440598632,0.20418803014758224,69.212524,2.1731045,21
8857,133281,Ricki and the Flash,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8858,133365,Partisan,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.8372505700227988,-0.05381979873663059,-27.600142,71.89386,12
8859,133377,Infini,2015.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.27221289430426826,0.9196217833213767,-58.231125,41.553875,11
8860,133419,Pitch Perfect 2,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8861,133545,Just Before I Go,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8862,133645,Carol,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4743141678979652,-0.7241597797137045,35.42456,8.874984,9
8863,133712,Office Romance,1977.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8864,133716,Bootleggers,1961.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6234926457909544,-0.028210195942704994,67.25057,0.31240988,21
8865,133771,The Lobster,2015.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8147634386167945,-0.20206804266127115,-32.75036,-17.03801,16
8866,133780,Güeros,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8867,133782,Maggie,2015.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.8659019174248355,0.11726398882587377,-52.982693,29.974642,12
8868,133798,Hot Pursuit,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6851196322825207,0.33086398592007055,-58.471516,5.0216026,24
8869,133802,Slow West,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.30451361258395077,0.9716187873051247,31.044657,67.70711,27
8870,133832,The Green Inferno,2014.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,10.310773,-60.390907,11
8871,133867,Barely Lethal,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7510065423285494,0.5724557103063416,-1.1897507,30.492302,19
8872,133879,Carry On Don't Lose Your Head,1966.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8873,134004,What Love Is,2007.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8874,134019,The Monkey King,1964.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14319233007536752,0.23003078957302533,60.021015,-53.31463,18
8875,134021,5 to 7,2014.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,19.257965,-41.654354,6
8876,134041,Afonya,1975.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,15.349023,-41.21388,6
8877,134095,My Love,2006.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4616740947762905,-0.3399287788321913,72.49602,28.65187,10
8878,134109,Radio Day,2008.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8879,134130,The Martian,2015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.48931114256814146,0.06545844718905812,24.421837,31.838129,15
8880,134158,Return to Sender,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23238414517114087,0.5161397696685858,63.78057,-20.795319,1
8881,134170,Kung Fury,2015.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.7317016198286314,0.643262174971779,-39.010815,41.18015,28
8882,134184,Elections Day,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,18.37732,-5.6832457,3
8883,134214,Youth,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8884,134246,Survivor,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.30349887025139194,0.9658417479140097,28.748566,68.11675,27
8885,134248,Hot Girls Wanted,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,40.97542,-30.763943,25
8886,134252,That Munchhausen,1979.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.20912732178831536,-0.6087975977691487,-38.46692,9.216716,2
8887,134326,The Taming of the Scoundrel,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8888,134334,Phir Hera Pheri,2006.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8889,134368,Spy,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.5523779207107034,0.4214917823027191,-8.705887,20.993015,21
8890,134393,Trainwreck,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8891,134515,BMX Bandits,1983.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6108754524088679,-0.07631198251858044,25.93186,25.086718,17
8892,134524,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,2014.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,42.525654,-31.12404,25
8893,134528,Aloha,2015.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,16.201994,-41.342678,6
8894,134775,Dragon Blade,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.5492484659173017,0.28276219934419505,-8.291396,39.191166,15
8895,134783,Entourage,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8896,134796,Bitter Lake,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,40.97542,-30.763943,25
8897,134808,No Way Jose,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8898,134847,Ghost Graduation,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8899,134849,Duck Amuck,1953.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.183186,-8.204036,18
8900,134853,Inside Out,2015.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0.46753109491164097,-0.2519017831511772,12.153914,32.569035,23
8901,134859,The Wolfpack,2015.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,42.525654,-31.12404,25
8902,134861,Trevor Noah: African American,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06084577396857909,0.1614280651177168,43.05129,-61.7632,25
8903,134881,Love & Mercy,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8904,135133,The Hunger Games: Mockingjay - Part 2,2015.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1155552822835164,0.6354180155942745,22.088882,50.678116,20
8905,135137,Pixels,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6739422305514294,0.5632622120103575,-39.678802,42.79822,28
8906,135143,Fantastic Beasts and Where to Find Them,2016.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.11860516324578049,0.2414280280791381,46.962135,49.491196,31
8907,135198,The Hairdresser,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8908,135216,The Star Wars Holiday Special,1978.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9211141726482177,0.4018533239275963,11.728324,23.309187,23
8909,135288,Mr. Holmes,2015.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.6217834586128506,-0.3547868143808232,-37.22782,-59.81578,10
8910,135436,The Secret Life of Pets,2016.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8385809134695604,-0.05023526787004498,-64.56652,-50.19108,18
8911,135456,Ghost in the Shell: Stand Alone Complex - The Laughing Man,2005.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.07184150830779167,1.002758790291385,-21.096666,51.15387,28
8912,135518,Self/less,2015.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.39243907971225417,1.251984662910973,-29.70413,54.09688,13
8913,135532,The Last Witch Hunter,2015.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1133773482115579,0.9327217307108329,6.295255,40.43165,5
8914,135534,Krampus,2015.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.7853423992379368,0.13224575819857232,-45.65012,3.4914565,29
8915,135536,Suicide Squad,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.15418806441458077,0.9341560658360765,-21.16217,51.203453,28
8916,135567,Independence Day: Resurgence,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444405572032653,1.0851199938396985,11.51091,54.194366,20
8917,135569,Star Trek Beyond,2016.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444405572032653,1.0851199938396985,11.464623,54.840275,20
8918,135777,Golmaal,2006.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8664046643332803,-0.07213662654896141,-46.365513,-50.141136,18
8919,135787,Bruce Lee: A Warrior's Journey,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07529304578560245,0.18354212983446055,43.55532,-24.024673,25
8920,135803,Five Element Ninjas,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.010268951111672019,0.6111300433631409,14.275128,75.69083,30
8921,135815,The Magnificent Ruffians,1979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.61513537596333,0.0411704749579244,61.711014,36.346222,26
8922,135861,Ted 2,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,22.844501,-8.23777,3
8923,135885,Absolutely Anything,2015.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7450569556316805,0.11356023376493357,-42.824177,37.16515,3
8924,135887,Minions,2015.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0146381304860974,0.2380578222926181,5.2850933,23.888859,23
8925,135937,The Silence of the Hams,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4630044382230519,0.23587371222551567,-27.613564,-3.2952156,3
8926,136012,Bloodsport III,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.30349887025139194,0.9658417479140097,28.748566,68.11675,27
8927,136016,The Good Dinosaur,2015.0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1.072397519763299,0.3180577852540393,12.043888,31.898932,23
8928,136018,Black Mass,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6767623624548965,-0.3179037069048513,-20.901026,-60.67768,17
8929,136020,Spectre,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.077123752637461,0.9433495641320602,-1.4866235,75.267525,30
8930,136024,The Professional: Golgo 13,1983.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.060664106576700905,0.7703605642010979,-1.2734876,82.419266,7
8931,136297,Mortal Kombat: The Journey Begins,1995.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.07207760499511644,0.6797327678184493,10.460286,75.99631,30
8932,136305,Sharknado 3: Oh Hell No!,2015.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02101702483545126,0.5649100787705081,-51.78549,53.035877,14
8933,136341,Scooby-Doo! and the Samurai Sword,2009.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.17855,-8.097068,18
8934,136353,Scooby-Doo! and the Loch Ness Monster,2004.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.121597,-8.209144,18
8935,136355,Big Top Scooby-Doo!,2012.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.183186,-8.204036,18
8936,136359,Scooby-Doo Goes Hollywood,1979.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.183186,-8.204036,18
8937,136443,Gabriel Iglesias: Hot and Fluffy,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8938,136445,George Carlin: Back in Town,1996.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8939,136447,George Carlin: You Are All Diseased,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8940,136449,Ghost in the Shell 2.0,2008.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06090020326402562,0.9121309939087365,-19.980974,47.541847,28
8941,136469,Larry David: Curb Your Enthusiasm,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,22.844501,-8.23777,3
8942,136471,Kevin Hart: Laugh at My Pain,2011.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7706816291797948,-0.09672392760860968,-78.540276,-39.36121,3
8943,136503,Tom and Jerry: Shiver Me Whiskers,2006.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.948751220440069,-0.0035339020936529042,-56.183186,-8.204036,18
8944,136511,Jeff Dunham: All Over the Map,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8945,136540,The FP,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,15.859373,-7.8863816,3
8946,136556,Kung Fu Panda: Secrets of the Masters,2011.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2533626370458758,0.2767321553494173,62.376247,55.012875,18
8947,136562,Steve Jobs,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8948,136564,Macbeth,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8949,136598,Vacation,2015.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8221212674088004,0.12275373206091746,13.423171,16.693497,19
8950,136602,Creep,2014.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.2610354925731774,0.6872235572310905,8.2753525,-56.6615,11
8951,136654,The Face of an Angel,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5440206508830789,-0.4085315032874997,-10.126577,1.6188462,10
8952,136664,Wild Horses,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.6767623624548965,-0.3179037069048513,-19.053595,-58.173645,17
8953,136666,Search Party,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7562343573627718,-0.11883799232535354,22.844501,-8.23777,3
8954,136778,The Squeeze,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.15136793251111375,-0.6887975607305701,-7.773254,-40.358543,2
8955,136786,Careful What You Wish For,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.23238414517114087,0.5161397696685858,64.496765,-21.115583,1
8956,136800,Robot Overlords,2014.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444405572032653,1.0851199938396985,11.581829,54.97574,20
8957,136816,Bad Asses on the Bayou,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6851196322825207,0.33086398592007055,-57.30958,3.4676247,24
8958,136834,The Eye: Infinity,2005.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03219442656654222,0.33251185268022115,-69.5884,-11.669597,14
8959,136838,Kiss me Kismet,2006.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8259408403478856,-0.43446626875155797,-34.697666,-27.615234,16
8960,136840,Da geht noch was!,2013.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.22107441549622756,-1.0044258371567747,18.341831,-41.979317,6
8961,136850,Villain,1971.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.9699922815946161,0.03680799764601803,-65.016174,20.950119,22
